"samples","file_size","total_number_of_reads","GC_content","total_number_of_bases","complete_sequence_length","average_read_size","read_size_mode","read_size_median","lowest_read_size","highest_read_size","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_meth","project_id"
"mgm4691141",4870494660,34749828,0.586369115759111,3734858759,3734858759,10747848187910456,100,1000,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691142",2074923871,14644224,0.574014427847938,1602772229,1602772229,10944739912473340,100,1000,50,191,"free-living","freshwater","freshwater","drinking_water_reservoir","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691143",356971939,2598938,0.537787669062773,274915859,274915859,10578007593871036,100,1000,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691145",2578406866,17649399,0.551182100065079,2007082962,2007082962,11371962082108292,99,99,50,281,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691146",2851361374,20176219,0.497325557552267,2196653925,2196653925,10887341800760588,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691147",2741221891,18693420,0.498510169803437,2135448058,2135448058,11423527947267006,99,990,50,282,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691149",4643511683,33254429,0.474533025620539,3557217051,3557217051,10696972276986024,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691150",246489968,1823333,0.55075113971804,189249878,189249878,10379337071176796,99,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691151",4404574899,31140993,0.543911066446267,3388030764,3388030764,10879649097894856,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691152",3583232934,25346829,0.556407784336676,2757895463,2757895463,10880633088265204,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691153",1837661011,13119603,0.465943747732723,1415814257,1415814257,10791593747158356,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691154",2932690579,21095701,0.580922673264432,2247641695,2247641695,1065450109953682,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691155",3057224190,21558459,0.593324317554149,2356903332,2356903332,10932615044516864,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691156",1959615966,14199939,0.546135964583311,1502123693,1502123693,10578381308539424,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691157",2240832522,15089026,0.471082219030013,1754003568,1754003568,11624365734408568,99,990,50,282,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691158",1220599281,8878224,0.484353788481219,937605981,937605981,10560738059774116,100,1000,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691159",1972577238,14054977,0.494782045412049,1519872273,1519872273,10813765636187096,100,100,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691160",4209020316,29885808,0.477533078132103,3233887487,3233887487,1082081330041336,100,1000,50,191,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4691267",3559682091,20911131,0.612171842006447,2691173512,2691173512,12869574161244554,150,150,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4692823",883932378,4466550,0.508670029393645,694459987,694459987,15548017754195072,151,1510,63,294,"free-living","marine","saline_water","saline_water_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina","mgp17175"
"mgm4692828",1050066510,5307480,0.609923110447582,824918965,824918965,15542573217421452,151,1510,63,294,"free-living","marine","saline_water","saline_water_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina","mgp17175"
"mgm4693459",3754482435,27319432,0.58735895041682,2864050470,2864050470,10483565214679428,101,1010,50,194,"free-living","freshwater","wastewater","reclaimed_water","USA","Relative Abundance and Diversity of Antibiotic Resistance Genes and Pathogens in Reclaimed Versus Potable Water Distribution Systems",37.222,-80.426,"pruden","illumina","mgp12943"
"mgm4693524",9255712483,46940580,0.495569609965329,7267400330,7267400330,1548212725535134,151,1510,58,294,"host-associated","terrestrial","human_host-associated","human_associated_biofilm","United Kingdom","RAP_pool2",53.49191,1.314801,"cheng","illumina","mgp17175"
"mgm4693638",2872330948,17559803,0.52878629614728,2143042880,2143042880,12204253544302292,150,141,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4694154",3318888502,19616767,0.537517555044501,2504175509,2504175509,1276548530652375,150,150,50,150,"free-living","terrestrial","soil","grassland","USA","CA_IN",33.74,-117.7,"allison","illumina","mgp17355"
"mgm4694205",2510719474,14607734,0.480282546566736,2039754532,2039754532,13963524609634868,151,1410,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",41.63096,-87.1797,"aunins","illumina","mgp17674"
"mgm4694206",3093292990,19543270,0.581946431084851,2459473925,2459473925,12584761531719104,151,1240,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",41.71246,-87.52642,"aunins","illumina","mgp17674"
"mgm4694207",3902471751,25489741,0.541913443180203,3072406780,3072406780,12053503329045204,151,113,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",41.63096,-87.1797,"aunins","illumina","mgp17674"
"mgm4694208",2920783105,19479994,0.5298668146433,2289038882,2289038882,11750716565929128,151,1080,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",41.65127,-87.43345,"aunins","illumina","mgp17674"
"mgm4694209",3375909900,21432353,0.583665442513806,2679743497,2679743497,12503263160139252,151,121,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",42.73774,-87.7778,"aunins","illumina","mgp17674"
"mgm4694210",2913962007,19314127,0.571126167876143,2287688545,2287688545,11844638616076202,151,111,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",42.73774,-87.7778,"aunins","illumina","mgp17674"
"mgm4694211",2259226338,14528479,0.490132665406235,1790879678,1790879678,12326683873790228,151,116,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",41.63096,-87.1797,"aunins","illumina","mgp17674"
"mgm4694212",3492236445,22454697,0.598802631872969,2762330586,2762330586,123017940789849,151,118,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",41.65127,-87.43345,"aunins","illumina","mgp17674"
"mgm4694213",2330351742,13854349,0.608855300095097,1884265606,1884265606,13600535153257652,151,142,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",41.71246,-87.52642,"aunins","illumina","mgp17674"
"mgm4694214",3390507681,19431330,0.567790920209287,2760367523,2760367523,14205757006854396,151,1490,50,293,"free-living","freshwater","freshwater","freshwater_biofilm","USA","2015_algal_mat_metagenomes",41.65127,-87.43345,"aunins","illumina","mgp17674"
"mgm4694746",3437015314,24529577,0.617773374804973,2638647534,2638647534,10757003816250072,151,107,50,294,"host-associated","terrestrial","animal_host-associated","animal_feces","China","panda",30.33619,102.8725,"ying","illumina","mgp16795"
"mgm4694757",1747808024,4997608,0.409233712235355,1502260656,1502260656,300595936295924,301,2970,109,594,"host-associated","marine","animal_host-associated","coral","USA","tara viral method prep",0.7899,-123.282667,"vega thurber","illumina","mgp17683"
"mgm4694758",2144636172,6318078,0.401600801152789,1833258300,1833258300,2901607577494295,301,2930,110,594,"host-associated","marine","animal_host-associated","coral","USA","tara viral method prep",0.19924,-123.282667,"vega thurber","illumina","mgp17683"
"mgm4694759",1879934972,5565688,0.400129309272988,1605561575,1605561575,2884749513447394,301,2930,99,594,"host-associated","marine","animal_host-associated","coral","USA","tara viral method prep",0.19469,-123.282667,"vega thurber","illumina","mgp17683"
"mgm4694760",1796872270,5287256,0.399991624454413,1536377525,1536377525,29058126275708984,301,2940,104,594,"host-associated","marine","animal_host-associated","coral","USA","tara viral method prep",0.18842,-123.282667,"vega thurber","illumina","mgp17683"
"mgm4696715",2844943964,21313799,0.446861883066254,2152693699,2152693699,1010,101,101,101,101,"host-associated","terrestrial","human_host-associated","saliva","USA","NARCH_Periodontal",32.7747,-117.0694,"kelley","illumina","mgp15104"
"mgm4697957",1394095564,7868810,0.451452857035987,1143400561,1143400561,1453079386845025,150,1500,70,150,"free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp18015"
"mgm4697958",2080703584,11715853,0.446247225712397,1705067454,1705067454,14553506722899306,150,150,70,150,"free-living","terrestrial","soil","agricultural_soil","France","IMAGMO",48.2056388888889,7.36197222222222,"demaneche","illumina","mgp18015"
"mgm4698151",215122484,1006091,0.422637124844535,184032205,184032205,18291805115044264,137,173,50,569,"host-associated","marine","animal_host-associated","coral","USA","Dark Spot Syndrome",24.9943,-80.4065,"vega-thurber","illumina","mgp18043"
"mgm4698156",331165319,1492522,0.421727123253798,284508369,284508369,19062256301749656,154,1850,50,559,"host-associated","marine","animal_host-associated","coral","USA","Dark Spot Syndrome",24.9943,-80.4065,"vega-thurber","illumina","mgp18043"
"mgm4698159",227715954,1014918,0.417483353179647,196341249,196341249,19345528308690948,301,1870,50,567,"host-associated","marine","animal_host-associated","coral","USA","Dark Spot Syndrome",24.9943,-80.4065,"vega-thurber","illumina","mgp18043"
"mgm4698165",260546651,1184792,0.417467811119091,223737741,223737741,18884136709228288,301,1810,50,563,"host-associated","marine","animal_host-associated","coral","USA","Dark Spot Syndrome",24.9943,-80.4065,"vega-thurber","illumina","mgp18043"
"mgm4698176",547416901,2654224,0.430335093159333,463588067,463588067,1746604909758935,137,1670,50,545,"host-associated","marine","animal_host-associated","coral","USA","Dark Spot Syndrome",24.9943,-80.4065,"vega-thurber","illumina","mgp18043"
"mgm4698179",328202038,1501257,0.42409251857067,281266775,281266775,18735418053004916,301,180,50,563,"host-associated","marine","animal_host-associated","coral","USA","Dark Spot Syndrome",24.9943,-80.4065,"vega-thurber","illumina","mgp18043"
"mgm4698183",270180313,1199403,0.421223409372726,232903447,232903447,194182811782195,301,188,50,558,"host-associated","marine","animal_host-associated","coral","USA","Dark Spot Syndrome",24.9943,-80.4065,"vega-thurber","illumina","mgp18043"
"mgm4698299",408790101,1547475,0.41697968555334,360304670,360304670,23283391977253268,251,251,50,494,"host-associated","terrestrial","human_host-associated","saliva","India","RKlab - Dravidian Indian Saliva",12.20838,75.41153,"kumavath","illumina","mgp18053"
"mgm4698363",1736381115,13265354,0.539512878058776,1309732258,1309732258,9873330617486724,101,1010,50,194,"free-living","marine","saline_water","coastal_seawater","Portugal","MSAmol",41.226579,-8.71988,"de marco","illumina","mgp18000"
"mgm4698364",1642758569,12395277,0.441716605458215,1244817200,1244817200,10042673511854556,101,101,50,194,"free-living","marine","saline_water","coastal_seawater","Portugal","MSAmol",41.226579,-8.71988,"de marco","illumina","mgp18000"
"mgm4698585",2441251952,15893950,0.555960146900879,1927860209,1927860209,1212952229621963,151,1130,50,293,"free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",38.817849,-77.510242,"aunins","illumina","mgp14051"
"mgm4698586",2983591275,16602905,0.645513833842234,2446804758,2446804758,14737208687274908,151,150,50,293,"free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.633364,-77.450235,"aunins","illumina","mgp14051"
