"samples","feature","material","env.package","metagenome_taxonomy","sample_name","project_name","investigation_type","sequence_type","continent","country","latitude","longitude","raw_biome","project_id","life_style","habitat","PI_lastname","seq_method","biosphere","ecosystem"
"mgm4625308","animal house","feces","host-associated",NA,"XT111Controllactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625309","animal house","feces","host-associated",NA,"XT67Controllactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625310","animal house","feces","host-associated",NA,"XT64Controllactocieco14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625311","animal house","feces","host-associated",NA,"XT72Controllactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625312","animal house","feces","host-associated",NA,"XT107Highlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625313","animal house","feces","host-associated",NA,"XT104Lowlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625314","animal house","feces","host-associated",NA,"XT88Lowlactoingluvie14d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625315","animal house","feces","host-associated",NA,"XT112Controllactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625316","animal house","feces","host-associated",NA,"XT78Controllactocieco42d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625317","animal house","feces","host-associated",NA,"XT100Lowlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625318","animal house","feces","host-associated",NA,"XT101Lowlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625319","animal house","feces","host-associated",NA,"XT103Lowlactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625320","animal house","feces","host-associated",NA,"XT113Controllactoingluvie35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4625321","animal house","feces","host-associated",NA,"XT68Controllactocieco35d","newlacto","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13081","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4626287","paddy field","soil","soil",NA,"B4_SA2_1","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4626288","paddy field","soil","soil",NA,"Y1_TB1_2","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4626489","human-associated habitat","feces","human-gut",NA,"FI12_Shotgun","PeruvianFemaleMummy","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp13223","host-associated","human-gut","cano","illumina","terrestrial","human_host-associated"
"mgm4628823","paddy field","soil","soil",NA,"B1_SB1_1","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4628824","paddy field","soil","soil",NA,"B1_SB1_2","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4628825","paddy field","soil","soil",NA,"B2_SB2_1","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4628826","paddy field","soil","soil",NA,"B2_SB2_2","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4628827","paddy field","soil","soil",NA,"B3_SA1_1","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4628828","paddy field","soil","soil",NA,"B3_SA1_2","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4628829","paddy field","soil","soil",NA,"B4_SA2_2","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4628830","paddy field","soil","soil",NA,"Y1_TB1_1","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4628831","paddy field","soil","soil",NA,"Y4_TA1_1","Acid Sulfate Soil Metagenome","metagenome","WGS",NA,"China",22.11,112.77,"terrestrial biome","mgp13205","free-living","agricultural_soil","zhu","illumina","terrestrial","soil"
"mgm4629032","organism substance","excreta","human-gut",NA,"CM40_Shotgun","ItalianMummy","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp13354","host-associated","human_feces","cano","illumina","terrestrial","human_host-associated"
"mgm4629033","organism substance","excreta","human-gut",NA,"FI3_Shotgun","ItalianMummy","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp13354","host-associated","human_feces","cano","illumina","terrestrial","human_host-associated"
"mgm4629034","organism substance","excreta","human-gut",NA,"NASD14_Shotgun","ItalianMummy","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp13354","host-associated","human_feces","cano","illumina","terrestrial","human_host-associated"
"mgm4629035","organism substance","excreta","human-gut",NA,"NASD22_Shotgun","ItalianMummy","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp13354","host-associated","human_feces","cano","illumina","terrestrial","human_host-associated"
"mgm4629036","organism substance","excreta","human-gut",NA,"NASD27_Shotgun","ItalianMummy","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp13354","host-associated","human_feces","cano","illumina","terrestrial","human_host-associated"
"mgm4629037","organism substance","excreta","human-gut",NA,"NASD29_Shotgun","ItalianMummy","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp13354","host-associated","human_feces","cano","illumina","terrestrial","human_host-associated"
"mgm4629038","organism substance","excreta","human-gut",NA,"NASD3_Shotgun","ItalianMummy","metagenome","WGS",NA,"USA",32.8774915,-117.2352765,"terrestrial biome","mgp13354","host-associated","human_feces","cano","illumina","terrestrial","human_host-associated"
"mgm4629879","animal house","feces","host-associated",NA,"1CampyBatteriocine","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629880","animal house","feces","host-associated",NA,"4CampyBatteriocine","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629881","animal house","feces","host-associated",NA,"255Campy","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629882","animal house","feces","host-associated",NA,"249SalmoBatteriocine","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629883","animal house","feces","host-associated",NA,"5CampyBatteriocine","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629884","animal house","feces","host-associated",NA,"259Salmo","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629885","animal house","feces","host-associated",NA,"248SalmoBatteriocine","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629886","animal house","feces","host-associated",NA,"252Campy","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629887","animal house","feces","host-associated",NA,"257Salmo","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629888","animal house","feces","host-associated",NA,"256Salmo","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629889","animal house","feces","host-associated",NA,"258Salmo","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629890","animal house","feces","host-associated",NA,"2CampyBatteriocine","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629891","animal house","feces","host-associated",NA,"253Campy","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629892","animal house","feces","host-associated",NA,"250SalmoBatteriocine","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629894","animal house","feces","host-associated",NA,"251SalmoBatteriocine","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4629895","animal house","feces","host-associated",NA,"3CampyBatteriocine","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4630045","animal house","feces","host-associated",NA,"Listeriamono","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4630046","animal house","feces","host-associated",NA,"Salmonellaenter","Batteriocine","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13450","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4630051","animal house","feces","host-associated",NA,"XTC31ProtC42d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4630052","animal house","feces","host-associated",NA,"XTC6ProtC14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
"mgm4630054","animal house","feces","host-associated",NA,"XTC5ProtC14d","protease first trial","metagenome","WGS",NA,"Italy",44.5075,11.3513888888889,"terrestrial biome","mgp13064","host-associated","animal_feces","manfreda","illumina","terrestrial","animal_host-associated"
