samples,feature,material,env.package,metagenome_taxonomy,sample_name,project_name,investigation_type,sequence_type,continent,country,latitude,longitude,raw_biome,project_id,life_style,habitat,biosphere,ecosystem,Realm,Biome,Functional_group
mgm4547375,human-associated habitat,saliva,human-oral,NA,D6Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547376,human-associated habitat,saliva,human-oral,NA,D7Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547377,human-associated habitat,saliva,human-oral,NA,D7Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547378,human-associated habitat,saliva,human-oral,NA,D7Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547379,human-associated habitat,saliva,human-oral,NA,H1Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547381,human-associated habitat,saliva,human-oral,NA,H1Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547382,human-associated habitat,saliva,human-oral,NA,H2Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547383,human-associated habitat,saliva,human-oral,NA,H2Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547384,human-associated habitat,saliva,human-oral,NA,H2Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547385,human-associated habitat,saliva,human-oral,NA,H3Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547386,human-associated habitat,saliva,human-oral,NA,H3Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547387,human-associated habitat,saliva,human-oral,NA,H3Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547388,human-associated habitat,saliva,human-oral,NA,H4Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547389,human-associated habitat,saliva,human-oral,NA,H4Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547390,human-associated habitat,saliva,human-oral,NA,H4Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547391,human-associated habitat,saliva,human-oral,NA,H5Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547392,human-associated habitat,saliva,human-oral,NA,H5Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547393,human-associated habitat,saliva,human-oral,NA,H5Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547394,human-associated habitat,saliva,human-oral,NA,H6Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547395,human-associated habitat,saliva,human-oral,NA,H6Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547396,human-associated habitat,saliva,human-oral,NA,H6Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547397,human-associated habitat,saliva,human-oral,NA,H7Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547398,human-associated habitat,saliva,human-oral,NA,H7Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547399,human-associated habitat,saliva,human-oral,NA,H7Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547400,human-associated habitat,saliva,human-oral,NA,H8Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547401,human-associated habitat,saliva,human-oral,NA,H8Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547402,human-associated habitat,saliva,human-oral,NA,H8Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547403,human-associated habitat,saliva,human-oral,NA,H9Saliva_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547404,human-associated habitat,saliva,human-oral,NA,H9Sub_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4547405,human-associated habitat,saliva,human-oral,NA,H9Supra_Reads,Phage Biofilm Study,metagenome,WGS,NA,United States of America,32.8774915,-117.2352765,terrestrial biome,mgp7236,host-associated,saliva,terrestrial,human_host-associated,Terrestrial,Intensive_land-use ,Urban_and_industrial_ecosystems
mgm4551525,animal litter,feces,miscellaneous,NA,100_S47_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551526,animal litter,feces,miscellaneous,NA,100_S47_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551527,animal litter,feces,miscellaneous,NA,115_S4_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551528,animal litter,feces,miscellaneous,NA,115_S4_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551529,animal litter,feces,miscellaneous,NA,116_S11_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551530,animal litter,feces,miscellaneous,NA,116_S11_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551531,animal litter,feces,miscellaneous,NA,117_S18_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551532,animal litter,feces,miscellaneous,NA,117_S18_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551533,animal litter,feces,miscellaneous,NA,122_S24_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551535,animal litter,feces,miscellaneous,NA,189_S30_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551536,animal litter,feces,miscellaneous,NA,189_S30_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551537,animal litter,feces,miscellaneous,NA,190_S36_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551538,animal litter,feces,miscellaneous,NA,190_S36_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551539,animal litter,feces,miscellaneous,NA,191_S42_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551541,animal litter,feces,miscellaneous,NA,192_S48_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551542,animal litter,feces,miscellaneous,NA,192_S48_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551543,animal litter,feces,miscellaneous,NA,19_S28_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551544,animal litter,feces,miscellaneous,NA,19_S28_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551545,animal litter,feces,miscellaneous,NA,1_S2_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551546,animal litter,feces,miscellaneous,NA,1_S2_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551547,animal litter,feces,miscellaneous,NA,20_S34_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551548,animal litter,feces,miscellaneous,NA,20_S34_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551549,animal litter,feces,miscellaneous,NA,21_S40_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551550,animal litter,feces,miscellaneous,NA,21_S40_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551551,animal litter,feces,miscellaneous,NA,26_S46_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551552,animal litter,feces,miscellaneous,NA,26_S46_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551553,animal litter,feces,miscellaneous,NA,2_S9_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551554,animal litter,feces,miscellaneous,NA,2_S9_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551555,animal litter,feces,miscellaneous,NA,3_S16_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551556,animal litter,feces,miscellaneous,NA,3_S16_L001_R2_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
mgm4551557,animal litter,feces,miscellaneous,NA,4_S22_L001_R1_001,Horse gut microbiota,metagenome,WGS,NA,Norway,32.6,-117.1072,terrestrial biome,mgp7746,host-associated,animal_feces,terrestrial,animal_host-associated,Terrestrial,Intensive_land-use ,Sown_pastures_and_fields
