"samples","PI_lastname","latitude","longitude","observations","project_id","project_name","seq_meth","biome","life_style","environment","habitat","sequence_count_raw","average_length_raw","standard_deviation_length_raw","average_gc_content_raw","standard_deviation_gc_content_raw","average_gc_ratio_raw","standard_deviation_gc_ratio_raw","bp_count_preprocessed","sequence_count_preprocessed","average_length_preprocessed","standard_deviation_length_preprocessed","average_gc_content_preprocessed","standard_deviation_gc_content_preprocessed","average_gc_ratio_preprocessed","standard_deviation_gc_ratio_preprocessed","file_size_pos_prinseq","file_size_pos_prodigal","orf_count","args_total_count","bp_count_raw","drop"
"mgm4627145","taketani",-23.9,-46.06,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",699182,268669,77.69,48475,9956,1.16,502,117216370,594036,197322,78507,48506,10237,1167,527,130748727,99027065,541385,15,187848876,"FALSE"
"mgm4627146","taketani",-23.9,-46.06,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",228521,247089,69877,52715,9952,979,457,39570496,200352,197505,71823,52.67,10144,985,476,44136798,34464539,189273,3,56465022,"FALSE"
"mgm4627147","taketani",-23.9,-46.06,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",440617,245866,77515,46242,10282,1281,567,69475063,374629,185.45,71258,46258,10555,1289,593,77935705,59969748,333835,5,108332549,"FALSE"
"mgm4627148","taketani",-23.9,-46.06,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",381416,244617,80938,50354,12366,1132,0.65,52132901,308562,168954,75528,50435,12509,1134,654,59018020,46879969,266035,9,93300841,"FALSE"
"mgm4627149","taketani",-23.9,-46.06,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",640449,183594,75395,49967,13634,1193,798,71321535,509540,139972,58508,50193,13774,1184,764,82439011,69756930,416130,6,117582518,"FALSE"
"mgm4627150","taketani",-23.9,-46.06,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",220712,235983,88994,47242,11462,1.26,649,27762787,174436,159157,72808,47411,11684,1259,651,31626285,25459227,146867,2,52084349,"FALSE"
"mgm4627151","taketani",-25.08,-47.96,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",8834,255349,65238,51095,9508,1037,453,1589356,7777,204366,72038,51068,9696,1041,0.46,1767395,1341517,7340,0,2255753,"FALSE"
"mgm4627153","taketani",-25.08,-47.96,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",489606,240786,61426,46925,9054,1222,497,80302338,415346,193338,68.78,46869,9353,1233,0.53,89726490,67993784,374210,3,117890261,"FALSE"
"mgm4627154","taketani",-25.08,-47.96,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",762017,183815,59597,48245,10319,1183,0.55,103705123,642246,161473,54549,48231,10.47,1189,569,117954173,98074924,566138,10,140069952,"FALSE"
"mgm4627155","taketani",-25.08,-47.96,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",226032,261754,91553,43191,10236,1.46,663,32749064,181923,180016,78856,43.7,10495,1439,676,36841046,27350316,152757,0,59164851,"FALSE"
"mgm4627156","taketani",-25.08,-47.96,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",79738,243349,80854,51085,9882,1044,478,12567983,67741,185.53,73171,51186,10072,1044,491,14098071,11021793,61631,2,19404124,"FALSE"
"mgm4627157","taketani",-25.08,-47.96,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",75030,261043,60291,49567,10124,1118,0.52,13607512,65939,206365,72724,49566,10339,1124,544,15119065,11330926,61582,1,19586067,"FALSE"
"mgm4627158","taketani",-25.08,-47.96,"NA","mgp13300","mangrove litter decomposition_metagenome","ion torrent","marine","free-living","sediment","mangrove_sediment",82380,241256,57231,57001,9067,809,0.36,14407321,71774,200732,66629,56987,9206,812,371,16045654,12554685,68661,2,19874669,"FALSE"
"mgm4627252","baldrian",49.04,13.62,"NA","mgp6860","prilba_seasons","assembled","terrestrial","free-living","soil","forest_soil",9380309,454375,731953,60012,8312,0.71,434,4262178897,9380293,454376,731954,60012,8312,0.71,434,4802394404,2953867977,11076679,3432,4262182344,"FALSE"
"mgm4628187","love",42.28,-83.74,"NA","mgp12795","pharms_diversity","illumina","freshwater","free-living","wastewater","sewage",118422180,102336,9975,55.69,11898,0.91,603,8886692910,87719225,101308,13185,54747,12309,956,626,"NA","NA","NA","NA",12118808191,"FALSE"
"mgm4628188","love",42.28,-83.74,"NA","mgp12795","pharms_diversity","illumina","freshwater","free-living","wastewater","sewage",116545284,101834,7932,54744,12.36,954,633,8959589193,89024844,100641,11168,53835,12701,1,649,"NA","NA","NA","NA",11868235859,"FALSE"
"mgm4628189","love",42.28,-83.74,"NA","mgp12795","pharms_diversity","illumina","freshwater","free-living","wastewater","sewage",123258377,102266,9752,54814,12352,951,632,9479961521,93650974,101227,12796,53876,12691,997,643,"NA","NA","NA","NA",12605166131,"FALSE"
"mgm4628190","love",42.28,-83.74,"NA","mgp12795","pharms_diversity","illumina","freshwater","free-living","wastewater","sewage",80055589,101844,7952,54368,12153,959,607,6147817021,61004864,100776,11055,53617,12335,995,604,"NA","NA","NA","NA",8153194449,"FALSE"
"mgm4628191","love",42.28,-83.74,"NA","mgp12795","pharms_diversity","illumina","freshwater","free-living","wastewater","sewage",73158345,101954,8492,54214,12063,961,592,5770496761,57131762,101003,11.3,53655,12187,989,588,"NA","NA","NA","NA",7458807498,"FALSE"
"mgm4628192","love",42.28,-83.74,"NA","mgp12795","pharms_diversity","illumina","freshwater","free-living","wastewater","sewage",70821287,101983,8589,55464,11764,909,567,5490109359,54373400,100.97,11569,54732,12003,945,0.57,"NA","NA","NA","NA",7222586559,"FALSE"
"mgm4628194","love",42.28,-83.74,"NA","mgp12795","pharms_diversity","illumina","freshwater","free-living","wastewater","sewage",42896659,102283,9818,54257,11828,953,569,2985106741,29370964,101635,12938,54064,12188,972,574,"NA","NA","NA","NA",4387593639,"FALSE"
"mgm4628195","love",42.28,-83.74,"NA","mgp12795","pharms_diversity","illumina","freshwater","free-living","wastewater","sewage",38388231,102.96,11.98,54188,11.66,953,0.57,2676709287,26060487,102711,15368,53816,11863,975,563,3912176764,4282273020,23341423,409,3952469394,"FALSE"
"mgm4628823","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",86263845,100,0,60603,10941,719,415,8614554900,86145549,100,0,60623,10927,719,414,10419744603,12460434315,79844179,9326,8626384500,"FALSE"
"mgm4628824","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",29304630,100,0,60739,10813,714,407,2928378500,29283785,100,0,60751,10802,713,406,3524388474,4219577345,27185998,3299,2930463000,"FALSE"
"mgm4628825","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",83724598,100,0,63116,10092,636,351,8366751800,83667518,100,0,63127,10082,636,0.35,10120735427,12088742571,77450124,975,8372459800,"FALSE"
"mgm4628826","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",57539354,100,0,63193,9.99,633,344,5751972500,57519725,100,0,63.2,9982,633,343,6945714565,8306504524,53308843,683,5753935400,"FALSE"
"mgm4628827","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",88416715,100,0,60815,9047,689,316,8834958600,88349586,100,0,60826,9035,688,315,10687072306,12786616953,81927867,1615,8841671500,"FALSE"
"mgm4628828","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",31752438,100,0,60852,8981,687,311,3173989200,31739892,100,0,60859,8972,687,0.31,3821905515,4577401474,29474225,645,3175243800,"FALSE"
"mgm4628829","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",19056208,100,0,64141,8979,597,307,1902648300,19026483,100,0,64162,8952,596,305,2230036931,2688986854,17699139,2565,1905620800,"FALSE"
"mgm4628830","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",45472693,100,0,58736,10356,769,416,4542401900,45424019,100,0,58755,10.34,769,413,5497801133,6507646598,41700234,598,4547269300,"FALSE"
"mgm4628831","zhu",22.11,112.77,"NA","mgp13205","acid sulfate soil metagenome","illumina","terrestrial","free-living","soil","agricultural_soil",106693797,100,0,60129,10063,725,419,10662983400,106629834,100,0,60138,10055,724,417,13077393117,15412093913,97626786,285,10669379700,"FALSE"
"mgm4628866","pruden",37.222,-80.426,"NA","mgp12943","relative abundance and diversity of antibiotic resistance genes and pathogens in reclaimed versus potable water distribution systems","illumina","freshwater","free-living","freshwater","freshwater_biofilm",5412528,147.99,26463,61368,8.83,674,328,651489292,4462515,145992,28204,61502,8907,671,0.33,862573143,824433490,4224858,129,801002465,"TRUE"
"mgm4628867","pruden",37.222,-80.426,"NA","mgp12943","relative abundance and diversity of antibiotic resistance genes and pathogens in reclaimed versus potable water distribution systems","illumina","freshwater","free-living","freshwater","drinking_water_reservoir",5887968,155903,25642,57343,10487,815,406,761185560,4953811,153657,28313,58027,10352,792,397,996166428,917023608,4646012,128,917953758,"TRUE"
"mgm4628868","pruden",37.222,-80.426,"NA","mgp12943","relative abundance and diversity of antibiotic resistance genes and pathogens in reclaimed versus potable water distribution systems","illumina","freshwater","free-living","freshwater","freshwater_biofilm",3352040,153196,26507,57943,10339,794,399,471010701,3131801,150396,28522,58017,10348,791,0.4,619367603,572683308,2915846,46,513517583,"TRUE"
"mgm4628869","pruden",37.222,-80.426,"NA","mgp12943","relative abundance and diversity of antibiotic resistance genes and pathogens in reclaimed versus potable water distribution systems","illumina","freshwater","free-living","freshwater","freshwater_biofilm",191192,143683,26861,61131,9888,697,404,20962763,148123,141523,27983,62121,8907,656,348,27958939,26924243,139960,1,27471011,"TRUE"
"mgm4628870","pruden",37.222,-80.426,"NA","mgp12943","relative abundance and diversity of antibiotic resistance genes and pathogens in reclaimed versus potable water distribution systems","illumina","freshwater","free-living","freshwater","drinking_water_reservoir",742276,145727,26912,54202,11722,967,623,81844649,567303,144.27,28011,54.52,11818,958,636,108667269,96177639,497390,20,108169353,"TRUE"
"mgm4628871","pruden",37.222,-80.426,"NA","mgp12943","relative abundance and diversity of antibiotic resistance genes and pathogens in reclaimed versus potable water distribution systems","illumina","freshwater","free-living","freshwater","drinking_water_reservoir",3827661,156749,25639,55.81,10933,877,458,538730694,3503520,153768,28247,55993,10962,871,464,704915632,641955029,3253580,61,599982509,"TRUE"
"mgm4628872","pruden",37.222,-80.426,"NA","mgp12943","relative abundance and diversity of antibiotic resistance genes and pathogens in reclaimed versus potable water distribution systems","illumina","freshwater","free-living","freshwater","drinking_water_reservoir",4726224,140926,26529,49481,12914,1178,632,513211517,3634164,141219,27413,49826,13024,1165,0.64,684820470,635229660,3290474,78,666047602,"TRUE"
"mgm4628874","pruden",37.222,-80.426,"NA","mgp12943","relative abundance and diversity of antibiotic resistance genes and pathogens in reclaimed versus potable water distribution systems","illumina","freshwater","free-living","freshwater","drinking_water_reservoir",5300338,156097,25551,47868,10907,1206,546,637209285,4094404,155629,27377,48.4,11555,1196,0.58,831579782,744715087,3770004,121,827368025,"TRUE"
"mgm4628875","pruden",37.222,-80.426,"NA","mgp12943","relative abundance and diversity of antibiotic resistance genes and pathogens in reclaimed versus potable water distribution systems","illumina","freshwater","free-living","freshwater","drinking_water_reservoir",5284941,154903,25833,50122,13.5,1159,637,689303262,4505512,152991,27834,51038,13594,1122,0.64,902953499,837719326,4249021,125,818651726,"TRUE"
"mgm4628877","pruden",40.585,-105.084,"NA","mgp12989","fate and transport of antibiotics and antibiotic resistance genes during historic colorado flood","illumina","freshwater","free-living","freshwater","river",1460502,155795,26003,47057,11149,1257,588,217659882,1410151,154352,27111,47081,11175,1256,0.59,284568363,257122415,1304640,24,227539259,"TRUE"
"mgm4628878","pruden",40.585,-105.084,"NA","mgp12989","fate and transport of antibiotics and antibiotic resistance genes during historic colorado flood","illumina","freshwater","free-living","freshwater","river",1397640,158273,25637,46445,11466,1294,602,209195660,1333978,156821,26993,46525,11512,1291,602,272553058,242170113,1224786,42,221209176,"TRUE"
"mgm4628879","pruden",40.585,-105.084,"NA","mgp12989","fate and transport of antibiotics and antibiotic resistance genes during historic colorado flood","illumina","freshwater","free-living","freshwater","river",2232495,152734,26777,46629,11398,1292,665,316341205,2092160,151203,27722,46666,11.46,1291,665,415514084,350911520,1792692,18,340978175,"TRUE"
"mgm4628880","pruden",40.585,-105.084,"NA","mgp12989","fate and transport of antibiotics and antibiotic resistance genes during historic colorado flood","illumina","freshwater","free-living","freshwater","river",1860238,158.07,25452,49526,11.69,1145,584,274177301,1753556,156355,27022,49688,11718,1138,585,357452095,309913703,1570127,18,294048559,"TRUE"
"mgm4628881","pruden",40.585,-105.084,"NA","mgp12989","fate and transport of antibiotics and antibiotic resistance genes during historic colorado flood","illumina","freshwater","free-living","freshwater","river",1320893,155915,27003,47333,11314,1247,616,187202194,1202455,155683,27482,47679,11385,1231,608,244288534,210301559,1068082,16,205946640,"TRUE"
"mgm4628882","pruden",37.21,-80.445,"NA","mgp12991","effect of storm events on transport of antibiotic resistance genes in surface water","illumina","freshwater","free-living","freshwater","stream",1956245,158212,25094,56286,12153,881,506,294656671,1894261,155552,27.49,56363,12.14,878,505,384571359,347811167,1760212,52,309501468,"TRUE"
"mgm4628883","pruden",37.21,-80.445,"NA","mgp12991","effect of storm events on transport of antibiotic resistance genes in surface water","illumina","freshwater","free-living","freshwater","stream",1534972,158.32,25422,58055,11626,814,0.5,231995175,1492173,155475,27956,58138,11591,811,498,302820704,272298630,1378701,28,243017164,"TRUE"
"mgm4628884","pruden",37.21,-80.445,"NA","mgp12991","effect of storm events on transport of antibiotic resistance genes in surface water","illumina","freshwater","free-living","freshwater","stream",1507748,157732,25617,52.78,11439,1002,517,227300719,1459413,155748,27349,52901,11403,996,513,296580933,271075687,1372664,52,237820725,"TRUE"
"mgm4628885","pruden",37.21,-80.445,"NA","mgp12991","effect of storm events on transport of antibiotic resistance genes in surface water","illumina","freshwater","free-living","freshwater","stream",4409429,153645,26063,52137,12315,1048,584,630037336,4150600,151794,27395,52354,12259,1037,575,826810761,724506304,3687864,82,677485969,"TRUE"
"mgm4628901","wilmes",49.5,6.2,"NA","mgp13095","mustcombined","illumina","terrestrial","host-associated","human_host-associated","human-gut",1032885,297105,328923,47714,10595,1.22,599,306859599,1032788,297118,328935,47714,10595,1.22,599,424790153,230171751,1027104,221,306874789,"FALSE"
"mgm4628902","wilmes",49.5,6.2,"NA","mgp13095","mustcombined","illumina","terrestrial","host-associated","human_host-associated","human-gut",1097696,288092,317581,46682,10.98,1.29,676,316225866,1097622,288101,317588,46682,10.98,1.29,676,441368547,241413780,1091663,182,316237110,"FALSE"
"mgm4628903","wilmes",49.5,6.2,"NA","mgp13095","mustcombined","illumina","terrestrial","host-associated","human_host-associated","human-gut",887632,312803,357703,47139,10231,1236,561,277644832,887570,312815,357711,47139,10231,1236,561,379152580,202231264,882181,279,277654346,"FALSE"
"mgm4628904","wilmes",49.5,6.2,"NA","mgp13095","mustcombined","illumina","terrestrial","host-associated","human_host-associated","human-gut",963652,316296,362101,47844,10417,1206,591,304776065,963506,316.32,362.12,47844,10417,1206,591,415080040,220784817,958117,288,304799713,"FALSE"
"mgm4628905","wilmes",49.5,6.2,"NA","mgp13095","mustcombined","illumina","terrestrial","host-associated","human_host-associated","human-gut",918590,315854,362029,46957,10509,1253,587,290132329,918539,315863,362036,46957,10509,1253,587,395256663,210241786,912871,275,290139955,"FALSE"
